name,cuisine,address,distinction,author,blurb,price,add_info
"
	Crazy Crab 888
",Cuisine Burmese,"40-11 149th Pl., Flushing 11355","[[bib-gourmand], [bib-gourmand], [standing-13]]",MICHELIN guide inspectors,"
			You may second-guess your arrival to Crazy Crab 888 when you see the tarred-over landscape and auto body shops, but one step inside this downright delicious gem dispels any and all reservations. A sort of Burmese-Chinese seafood shack with influences from India and Thailand, the food offers recognizable ingredients in creative combos worthy of its wacky title-in Chinese culture, the number 8 is known to bring much good luck. The pickled ginger salad packs a punch-crunch of fried garlic with cilantro, and makes for a cooling lead into the seafood 888 platter of Dungeness crab and crawfish-complete with a bib! For more spice, Yunnan sliced pork, straight from the face of a pig, combines fleshy meat with peanuts and chilies for a funky, must-try delight.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible

, 
Useful information

Address 40-11 149th Pl., Flushing 11355
Phone +17184609289


Driving directions

]"
"
	Main Street Imperial Taiwanese Gourmet
",Cuisine Chinese,"152-12 Northern Blvd., Flushing 11354",[[standing-13]],MICHELIN guide inspectors,"
			It's a real journey to this Taiwanese treasure-not only in its trek from the closest subway stop, but more importantly, in the experience. Here, the staff speaks their mother tongue for the most part, incense wafts from an altar, and the food is otherworldly. Dishes present dazzling, authentic flavors, easily savored in the peaceful atmosphere. Sweet, head-on shrimp arrive steamed and still in the shell, housing juice that accentuates the concentrated flavor when dipped in soy sauce. Likewise, the stinky tofu (a traditional delicacy) gets its flavor from a light sauté and a finish of kimchi-style pickles. And if you're any sort of fan of the famed oyster pancake, this outstanding version will remain in your memory long after the lengthy ride home.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

$25 to $50

, 
Useful information

Address 152-12 Northern Blvd., Flushing 11354
Phone +17188868645


Driving directions

]"
"
	Mythos
",Cuisine Greek,"41-10 Main St., Flushing 11355","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			A gathering place for Greeks and non-Greeks alike, this family-run and friendly restaurant tempts with impeccably fresh fish, cooked over charcoal and basted simply with olive oil, lemon juice, and herbs. Beyond the whitewashed exterior and dark blue awning is a large dining room with rows of neat tables for indulging in Hellenic pleasures, from zesty appetizers to boisterous conversations. Settle into an array of pikilia; cold appetizers such as melitzansalata, eggplant whipped with herbs and olive oil. Chargrilled fish, priced by the pound, has a delightfully smoky essence and moist flesh. Whole smelts are a rare and traditional treat, simply pan-fried with a lemony herb dressing. Finish with a choice of authentic, nutty, and syrup-soaked pastries.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 41-10 Main St., Flushing 11355
Phone +17188887713
Website: http://www.biang-nyc.com


Driving directions

]"
"
	Tang
",Cuisine Korean,"42-35 Main St., Flushing 11355",[[standing-12]],MICHELIN guide inspectors,"
			When craving authentic Korean specialties, Tang is an absolute must-visit. The restaurant's impeccably cool style extends from its angled exterior ablaze in beams of yellow light to its sleek interior with exposed brick walls and bare wood tables. The attractive art gallery next door is attached and doubles as a private dining space. Meals begin with an unending supply of wonderfully crisp and mild house kimchi. Also try the hearty bibimbap of marinated beef strips, root vegetables, and mushrooms alongside a bowl of ox-bone broth. The main attraction is the sensational jeon, traditional Korean pancakes grilled to order (weekend dinners, only). Round out the meal with steamed pigs feet accompanied by Tang's special fiery, salty, shrimp-based dipping sauce.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

under $25

, 
Useful information

Address 42-35 Main St., Flushing 11355
Phone +17184610808
Website: http://www.dumplinggalaxy.com


Driving directions

]"
"
	Urubamba
",Cuisine Peruvian,"42-47 Main Street, Flushing 11355","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			Named for Peru's intensely beautiful river, the Rio Urubamba, this hacienda-inspired space features indigenous paintings and artifacts that echo the rustic fare pouring out of the kitchen. On weekends, the eatery serves traditional desayuno, a gut-bursting feast of chanfainita beef stew, and other hearty favorites. Here, tamales are a broad and flat banana leaf wrapped and stuffed with chicken and olives-a tasty contrast to the familiar Meso-American counterpart. For ultimate comfort, go for the seco de cabrito, a fantastically tender lamb and aji panca stew served with chunks of cassava and extra sauce in a tiny clay kettle. The dense alfajor cookie sandwich filled with dulce de leche and crema volteada flan is a perfectly decadent ending.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

under $25

, 
Useful information

Address 42-47 Main Street, Flushing 11355
Phone +17188880553


Driving directions

]"
"
	Parkside
",Cuisine Italian,"136-21 37th Ave., Flushing 11354",[[standing-12]],MICHELIN guide inspectors,"
			A veteran on the Corona dining scene, Parkside carries that old-fashioned kind of New York energy-back when waiters donned tuxedos, hosts boomed hello, and walls boasted classic photos of city elite. And though the neighborhood has changed much since Parkside first opened its doors, the fantastic Italian-American food they dole out stands the test of time. Join in the celebratory mood and make some new friends (no one really dines alone here) while tucking into tender ribbons of savory fettuccini Alfredo; tender veal pizzaiola laced with a delectable marinara; or cannoli freshly piped with ricotta and studded with candied fruit. The irresistible desserts are wheeled around to guests on a rolling tray, of course. Old school or no school, right?
				","
			From 50 USD
			to 74 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 136-21 37th Ave., Flushing 11354
Phone +17185393838
Website: http://www.joeshanghairestaurants.com


Driving directions

]"
"
	Cheburechnaya
",Cuisine Central Asian,"137-40 Northern Blvd., Flushing 11354","[[bib-gourmand], [bib-gourmand], [standing-12]]",MICHELIN guide inspectors,"
			This may be a kosher spot with no bagel in sight, but one look at its counter loaded with layers of bowl-shaped noni toki bread and you quickly realize that a meal here is a dining adventure. Specializing in Bukharian (Central Asian) cuisine, longstanding Cheburechnaya has been a neighborhood pioneer. The focused menu is more engrossing than the décor, and it's easy to want every cumin- and paprika-laced item on it. Bring your own vodka and start with the house specialty, chebureki, an empanada-like deep-fried wrap stuffed with either hand-cut lamb seasoned with cumin, chili, cilantro, and paprika; or fennel-sparked cabbage. It may serve as the perfect complement to smoky lamb fat, tender quail, veal heart, and seared beef sweetbread kebabs.
				","
			From 13 USD
			to 24 USD
","[
Meal prices

under $25

, 
Useful information

Address 137-40 Northern Blvd., Flushing 11354
Phone +17183531808
Website: http://www.hunanhouseflushing.com


Driving directions

]"
"
	Hahm Ji Bach
",Cuisine Korean,"42-87 Main St., Flushing 11355",[[standing-12]],MICHELIN guide inspectors,"
			This beloved Queens institution enjoys fine digs where they serve popular and praise-worthy Korean food. The contemporary dining room is spacious and airy, with the warm, always informative, staff buzzing from table to table. It's not uncommon for the manager to roll up her own sleeves when the pace elevates-and elevate it does, for this is not your average Korean barbecue. It's hard to go wrong on Hahm Ji Bach's delightful menu, but don't miss the samgyeopsal, tender slabs of well-marinated pork belly sizzled to crispy perfection tableside for you to swaddle in crisp lettuce with paper-thin daikon radish, spicy kimchi, and bright scallions; or the mit bachan, a hot clay pot with soft steamed eggs, kimchi, tofu, pickled cucumbers, and spicy mackerel.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

under $25

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 42-87 Main St., Flushing 11355
Phone +17183592108


Driving directions

]"
"
	Kang Ho Dong Baekjeong
",Cuisine Korean,"136-13 37th Ave., Flushing 11354",[[standing-12]],MICHELIN guide inspectors,"
			The Korean barbecue of the moment is a short LIRR trip away, and well worth the ride. This was the first East Coast branch of (Korean wrestler and TV personality) Kang Ho Dong's growing empire-and it is already among the best in the city. A younger sib now resides in midtown. The menu is focused, the space is enormous, the air is clean, and the service is friendly. Start your grill off with steamed egg, corn, cheese, and more to cook along the sides while marbled pork belly or deeply flavorful marinated skirt steak strips sizzle at the center. Bibimbap is a classic rendition, mixing beef seasoned with gochujang, vegetables, sesame, nori, and crisp sprouts in a hot stone bowl-so hot that it sears the bottom rice to golden while cooking the raw egg on top.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

No credit cards

, 
Useful information

Address 136-13 37th Ave., Flushing 11354
Phone +17189393501


Driving directions

]"
"
	Biáng!
",Cuisine Chinese,"161-29 Crocheron Ave., Flushing 11358",[[standing-12]],MICHELIN guide inspectors,"
			Biáng! isn't exotic by accident. In fact, Chef/owner Jason Wang's cuisine interplays contrasts and textures with the intention to excite. Tucked into Flushing's main artery, the setting is boisterous and tables are busy, but shabby-chic details like a plate-glass exterior are the first sign that you're in for an unencumbered and unique treat. Dark walls and floors cover the inside, but gentle lighting and lofty ceilings add dimension to the narrow space. Strong flavors and fiery oils star in dishes like crispy lotus root tossed in an earthy sesame vinaigrette; fresh buckwheat noodles mingled with cucumber, soy, and mustard oil; and chang, hot, creamy tofu with pickled vegetables. Lamb burgers seasoned with jalapeños and cumin are a fitting signature.
				","
			From 25 USD
			to 49 USD
","[
Meal prices

$25 to $50

, 

			 Additional information 
			
		

Wheelchair accessible
Valet parking

, 
Useful information

Address 161-29 Crocheron Ave., Flushing 11358
Phone +17183217770


Driving directions

]"
