name,cuisine,blurb,num_words,high_price,low_price,currency,distinctions,photos,photo_count,add_info,latitude,longitude,comments,num_comments,special_comment,avg_price,avg_USD,standing,bib,stars,assiette,value_menu
Oui, Modern ,"Fusion cuisine with bold flavours and creative, well-made dishes that let the ingredients do the talking. This is a foretaste of what is on the menu at this new Vieux Lille place, run by the chef from Le Cerisier in Laventie. Lille's food lovers have already given their seal of approval with a resounding and well-deserved ""oui""!",57,60.0,32.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/image2/L/Y_/3M/F0/rtQIGfyNbT0GkaSw.jpg, https://download.viamichelin.com/image2/L/Pw/ij/Ol/thQdyIOse9B96QNw.jpg, https://download.viamichelin.com/image2/L/dj/0T/QJ/1gSM6Bg7E4bkM7uw.jpg, https://download.viamichelin.com/image2/L/05/Md/_U/wOR8qvCobHR8jwvA.jpg, https://download.viamichelin.com/image2/L/Ed/9_/_c/K7Qe2rnMefP1yb0A.jpg, https://download.viamichelin.com/image2/L/P6/A7/Y_/UsRZWYfIUp7Fr6tA.jpg, https://download.viamichelin.com/image2/L/91/0L/mW/dYSrCADOPv44AJhQ.jpg, https://download.viamichelin.com/image2/L/A4/w9/Uu/uWQt-Hf6iciBUcKA.jpg, https://download.viamichelin.com/image2/L/7t/aq/sz/eJQceXP1DmfzUI9A.jpg, https://download.viamichelin.com/image2/L/eu/vG/zk/5A04YEgF51cKJo.jpg, https://download.viamichelin.com/image2/L/aw/Nu/PJ/iPRyaigAFdDOmNdg.jpg, https://download.viamichelin.com/image2/L/fx/wl/11/uYSjeOczFnaWQeNA.jpg, https://download.viamichelin.com/image2/L/61/KD/18/0sRn6TlbqSyOYxRA.jpg]",13,"[Menu 32/50 € Glass-wine - Carte 35/60 €, Air conditioning, Address 13 r. des Bouchers, 59000 Lille]",50.63828,3.05839,,0,,46.0,51.44,12.0,0,0,1,0
Auberge de la Grand'Font,  moderne,"Jolie surprise que cette auberge rustique nichée à côté d'une belle église du 12e s. que l'on peut admirer depuis la véranda. Aux commandes, un chef passionné et exigeant - il a été récemment finaliste au concours du Meilleur Ouvrier de France - signe une cuisine appétissante, à la fois simple et originale...",53,71.0,20.0,EUR,"[[assiette], [standing-12], [good-value-menu]]","[https://download.viamichelin.com/media/image2/L/au/v-/YZ/6EQ-SG4i86PKsOTQ.jpg, https://download.viamichelin.com/media/image/XL/Rjf/hf-/m_Qkqcax7M2VwfwQ.jpg, https://download.viamichelin.com/media/image2/L/o7/pe/Ks/-vRG6cjqX4Ub7nXg.jpg, https://download.viamichelin.com/media/image2/L/Q7/2j/ZV/65S2i6JzocrxVqCg.jpg, https://download.viamichelin.com/media/image2/L/2Y/9u/Bf/DHQ5uS-z9LI8PiWA.jpg, https://download.viamichelin.com/media/image2/L/6s/7e/_W/ERR1OI_42eToGBtg.jpg, https://download.viamichelin.com/media/image2/L/nY/ss/BW/Z8S365NU6mw_-ubg.jpg]",7,"[Formule 17 €, Menu 20 € (déjeuner en semaine), 27/70 € Vin au verre - Carte 48/71 €, Repas Jardin-Terrasse, Accès handicapé, Parking clos, Adresse 1 r. de la Grand'Font, 42600 Bard, Téléphone +33477762140, Site web http://www.auberge-lagrandfont-42.com/]",45.587276,4.01016,,0,,45.5,50.89,12.0,0,0,1,1
Le Vioben, Fish and seafood,"Fish from small fishing boats, lobster and other seafood are served just a few metres from the beach, in a relaxed, contemporary interior. It is not difficult to see why this establishment is such a great favourite with the locals!",40,76.0,22.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/media/image2/L/br/p8/jM/JpQeG_u9noKS3ClA.jpg, https://download.viamichelin.com/media/image2/L/EN/uM/WB/XmRLOkJgj5gdZfQw.jpg, https://download.viamichelin.com/media/image2/L/9c/q4/2Q/TyRFuYJCGG3YZ1YQ.jpg, https://download.viamichelin.com/media/image2/L/8X/Xe/L0/5UTZKWdW35hI9NOw.jpg, https://download.viamichelin.com/media/image2/L/ja/o7/xL/6DTp-zVY6Y-S6FIw.jpg, https://download.viamichelin.com/media/image2/L/F_/ea/PK/iUSPOHBXVx7CEuTQ.jpg, https://download.viamichelin.com/media/image2/L/XM/x6/v7/lhSN29cAutfZaatw.jpg, https://download.viamichelin.com/media/image2/L/qL/kE/6Z/RSSW-tqQaZ5HDn0w.jpg, https://download.viamichelin.com/media/image2/L/XQ/Wz/gs/NBQV-vzVdled8NCA.jpg, https://download.viamichelin.com/media/image2/L/Lw/J2/Au/bJSpu5ixVW8QcPBg.jpg, https://download.viamichelin.com/media/image2/L/fX/k_/2y/31RseWMHmxS9eiyA.jpg, https://download.viamichelin.com/media/image2/L/NE/r9/_m/raQ9qWAoTz-dvl7A.jpg, https://download.viamichelin.com/media/image2/L/jS/yy/jV/UkTWWC1XqKpVo04Q.jpg]",13,"[Lunch 17 €, Menu 22 € (weekday lunch), 25/54 € - Carte 31/76 €, booking advisable, Meals outside, Wheelchair accessible, Address 30 Ar Palud, 29870 Landéda]",48.59569,-4.56109,,0,,49.0,54.8,12.0,0,0,1,0
La Récréation Gourmande, Traditional ,"In this former schoolhouse, an old stove presides, with a dunce's hat perched on top! Whatever the standard of the class, everyone can tuck into the generous and tasty cooking, which makes the ingredients the star of the class. A Récréation Gourmande indeed!",43,39.0,21.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/media/image2/L/Cz/on/_g/bWSQSIoiy8a0x9Kw.jpg, https://download.viamichelin.com/media/image2/L/jm/tV/rx/jmRreI3Z750GTzrg.jpg, https://download.viamichelin.com/media/image2/L/F3/0T/fQ/zkSFWz3fFLeRoA3A.jpg, https://download.viamichelin.com/media/image2/L/pS/LZ/Cr/QURcm6pY37A10nUw.jpg, https://download.viamichelin.com/media/image2/L/Px/q0/Je/3sTt6z1ymIvcKVyw.jpg, https://download.viamichelin.com/media/image2/L/Cq/7k/Fq/h7QyiwiVKopvGWyw.jpg, https://download.viamichelin.com/media/image2/L/pW/B9/HS/UuSwCamZDf-ZAJmQ.jpg]",7,"[Lunch 12 €, Menu 21/27 € - Carte 26/39 €, New Michelin Guide selection, Meals outside, Wheelchair accessible, Air conditioning, No dogs allowed, Enclosed car park, Address Le Bourg, 18260 Villegenon, Phone +33248734536, Website: http://www.la-recreation-gourmande.com]",47.42735,2.6057997,,0,,30.0,33.55,12.0,0,0,1,0
Chez Tibère, Traditional ,"Sewing machines, cutting tables... This contemporary bistro brings on the textiles and goes for a post-Industrial style! Food-wise, you can look forward to brasserie specialities, cooked up with fresh ingredients aplenty. A tip: don't pass up the chance to try the home-made pastries.",43,45.0,30.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/media/image2/L/kM/3G/68/MUQnWoSBM5NEn8bQ.jpg, https://download.viamichelin.com/media/image2/XL/kE/fQ/at/p3QpK9RSO17ki7gQ.jpg, https://download.viamichelin.com/media/image2/L/aS/uw/s3/RZSsK2AjJLy_BEDQ.jpg, https://download.viamichelin.com/media/image2/XL/UJ/Do/Hb/35SKyYLBlGwC_u9A.jpg, https://download.viamichelin.com/media/image2/XL/02/0c/Gl/PGQlKbqyOuA0eUZg.jpg, https://download.viamichelin.com/media/image2/XL/Jl/1z/XD/QSSyaSY6BVLmKGhw.jpg, https://download.viamichelin.com/media/image2/XL/3d/kj/WM/uAREeuLiDK2HP3Ng.jpg, https://download.viamichelin.com/media/image2/XL/68/P6/c-/ATQ36-ltmFI97oAw.jpg]",8,"[Lunch 20 €, Menu 32 € - Carte 30/45 €, New Michelin Guide selection, Meals outside, Air conditioning, Address 1 r. Compane, 30250 Sommières]",43.78269,4.0875,,0,,37.5,41.94,12.0,0,0,1,0
Rafaël, Modern ,"The Rafaël welcomes diners in a neo-modern decor, setting the scene for modern, gourmet Kosher cuisine - the establishment's leitmotif. Some of the dishes on the menu include veal ravioli, sea bass and parsnip purée or blackcurrant mousse.",38,110.0,70.0,EUR,"[[assiette], [standing-13]]",[],0,"[Lunch 48 €, Menu 70/110 € - Carte 79/106 €, Air conditioning, No dogs allowed, Address 105 r. de Prony, 75017 Paris, Phone +33144400588, Email lenewrafael@gmail.com, Website: http://www.lerafael.fr]",48.88464,2.29857,,0,,90.0,100.66,13.0,0,0,1,0
Carré 2 Vigne, Modern ,"You could easily walk by without noticing this restaurant in the old town, but once you are inside, you are won over by the hospitality... At the helm: a well-travelled young couple, who settled here after working in Italy, among other places. But it is Italy that has inspired the menu, which is full of fresh, seasonal ingredients!",58,48.0,28.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/media/image2/L/YW/Fz/Lk/ENS7iDMYknTpsQEQ.jpg, https://download.viamichelin.com/image2/XL/mt/2O/71/hATiepHWx7wiwd-g.jpg, https://download.viamichelin.com/image2/XL/jg/2a/ee/D_SnSy-XxymqslNQ.jpg, https://download.viamichelin.com/media/image2/L/p3/oD/Qe/eiRxOFo5CHG79AZQ.jpg]",4,"[Menu 28/37 € - Carte 39/48 €, New Michelin Guide selection, Air conditioning, Address 14 r. du Pomet, 83000 Toulon, Phone +33494929821, Email info@carre2vigne.com, Website: http://www.carre2vigne.com]",43.12354,5.9320393,,0,,38.0,42.5,12.0,0,0,1,0
L'Endroit, Modern ,"Not the kind of place you would expect to find here! Innovative loft-style interior and kitchens that open right onto the dining area. Hamburger with foie gras, rognons revisités (kidneys), superb desserts. This is the place to be.",38,50.0,30.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/media/image2/XL/Ha/Mu/9Q/PrS9i6YSCpncGzZQ.jpg, https://download.viamichelin.com/media/image2/XL/Vz/5p/Vt/XmQiy1QJrZt3dqqw.jpg, https://download.viamichelin.com/media/image2/XL/kt/BN/rT/6rQvyVIqeDFA5FBQ.jpg, https://download.viamichelin.com/media/image2/XL/-T/k2/1e/QLQwS2-mwkjPHQCA.jpg, https://download.viamichelin.com/media/image2/XL/Rh/c4/qC/vfQe-tl6kdfrFrZA.jpg, https://download.viamichelin.com/media/image2/XL/-y/3D/7b/HGRjifBzdIxBdVJA.jpg, https://download.viamichelin.com/media/image2/XL/9f/GY/V_/VCSu2eBRN_j5_dXQ.jpg, https://download.viamichelin.com/media/image2/XL/LC/it/Vf/M6SU-PzTN9OjvFPw.jpg, https://download.viamichelin.com/media/image2/XL/eK/mk/hZ/AHTIKbzpvLfC0E1Q.jpg, https://download.viamichelin.com/media/image2/XL/V2/3H/qF/9xSMinahoc9i-Lzw.jpg, https://download.viamichelin.com/media/image2/XL/8y/e_/XL/KrQ2OqPuVkj2MT2g.jpg, https://download.viamichelin.com/media/image2/XL/qK/W8/Sw/MmT5-SkSGfyBQLrw.jpg]",12,"[Lunch 25 €, Menu 30 € - Carte 35/50 €, Wheelchair accessible, Address 3 r. Charles-et-Paul-Bréard, 14600 Honfleur, Phone +33231880843, Email lendroit.honfleur@gmail.com, Website: http://www.restaurantlendroithonfleur.com]",49.41821,0.23335,,0,,40.0,44.74,12.0,0,0,1,0
La Maison de Franca, Italian,"An authentic Italian trattoria in a village in the Lyonnais region! The ingredients come directly from northern Italy and the menu includes specialities such as pasta with truffles or pesto, a good choice of charcuterie and typical Italian desserts. Friendly atmosphere.",41,40.0,18.0,EUR,"[[assiette], [standing-12], [good-value-menu]]",[https://download.viamichelin.com/media/image2/L/p8/c4/4b/ppS6CTF2RVdqJ5Cw.jpg],1,"[Menu 18 € (weekday lunch)/30 € - Carte 30/40 €, booking advisable, Meals outside, Address pl. des Ormeaux, 69126 Brindas, Phone +33478458884, Email mauricoppa@yahoo.fr]",45.719757,4.69507,,0,,29.0,32.43,12.0,0,0,1,1
Le Bistrot d'Oscar, Traditional ,"Here it is bistro all the way! Tomatoes stuffed with vegetables and mild goat's cheese, suprême de volaille with Serrano ham... The flavourful dishes are generous and well put together, combining traditional and modern cuisine. Those who prefer alfresco dining should head for the terrace!",45,52.0,30.0,EUR,"[[assiette], [standing-12]]",[],0,"[Lunch 22 €, Menu 30 € (weekday lunch) - Carte 33/52 €, Meals outside, Address 1 pl. du Maréchal-de-Tassigny, 92300 Levallois-Perret, Phone +33147590082]",48.88762,2.28505,,0,,41.0,45.85,12.0,0,0,1,0
Les P'tits Pins, Traditional ,"On the sprawling Place de la Liberté, this lovely restaurant lays out a veritable sea of chairs in the sun, to the delight of idle sunseekers. But it is really the good traditional food that draws the crowds, such as squid, red mullet, duck, and calf sweetbreads. Take note: it is only open at lunchtime!",55,27.0,27.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/media/image2/XL/z6/Y3/9b/G6RtmKAPE3b26vFQ.jpg, https://download.viamichelin.com/media/image2/XL/Ab/kB/QK/8lT7uB6ICdAAARPw.jpg, https://download.viamichelin.com/media/image2/XL/dp/nP/oF/whRkKQ7fMg6DJWJA.jpg, https://download.viamichelin.com/media/image2/XL/ln/5u/2c/9vQBqlFxbImed4XA.jpg, https://download.viamichelin.com/media/image2/XL/4f/0N/YY/ilR2u-E1W3_39Ogw.jpg, https://download.viamichelin.com/media/image2/XL/AR/kv/ED/tIRxCChSZU68mVrA.jpg, https://download.viamichelin.com/media/image2/L/6h/Up/ze/u_QsWvnVIe1C-1sg.jpg, https://download.viamichelin.com/media/image2/XL/qI/fZ/Di/gYS8-mQrdAAlGJ4g.jpg, https://download.viamichelin.com/media/image2/XL/Cz/Vq/cQ/Z-RG6MwTddtKKnmQ.jpg, https://download.viamichelin.com/media/image2/L/nj/W0/iD/otQTurbn1tvT5aIg.jpg, https://download.viamichelin.com/media/image2/XL/oK/rg/M5/ldSUKaZmuwSMvhng.jpg, https://download.viamichelin.com/media/image2/XL/rD/C-/cM/NcR_aM0Eu14UN8aQ.jpg, https://download.viamichelin.com/media/image2/XL/Un/YL/yy/K6T9GyRGiZMrIYeA.jpg]",13,"[Lunch 19 €, Menu 27 €, Meals outside, Air conditioning, Address 237 pl. de la Liberté, 83000 Toulon]",43.12597,5.93147,,0,,27.0,30.19,12.0,0,0,1,0
Le Restaurant, Lyonnaise,This restaurant-bistro with a simple and contemporary interior is located not more than a couple of minutes from the eastern bypass of the Lyon urban area. Regulars and travellers alike come here for the generous traditional menu that changes every month. Try dishes such as gâteau de foie blond de volaille or braised chuck of veal and vegetables fresh from the greengrocer's.,62,26.0,26.0,EUR,"[[assiette], [standing-12]]","[https://download.viamichelin.com/media/image2/XL/_b/-H/6D/p0SayK1jIfm77UFg.jpg, https://download.viamichelin.com/media/image2/XL/qB/Ul/Ca/x1ShG4QwZQWyG9NA.jpg, https://download.viamichelin.com/media/image2/XL/w_/q5/by/YYRb6QtFpe9YZlwQ.jpg, https://download.viamichelin.com/media/image2/XL/LL/eJ/IZ/cURKiL3hqxo2stfw.jpg]",4,"[Lunch 21 €, Menu 26 €, Air conditioning, Address 9 bis av. de la Gare, 69800 Saint-Priest, Phone +33478211443, Email sanfredtgv@hotmail.fr, Website: http://www.le-restaurant69.fr]",45.68953,4.93662,,0,,26.0,29.08,12.0,0,0,1,0
La Treille Muscate, Modern ,"In harmony with the building that houses it, this restaurant is lacking in neither grace nor elegance. It has a backdrop of lovely light fittings and an exposed beam ceiling. Diners can savour simple and modern cuisine, produced with well-chosen ingredients - the majority of which are local. Word is spreading about this place. A well-deserved success!",57,36.0,27.0,EUR,"[[assiette], [standing-18]]",[https://download.viamichelin.com/media/image2/XL/G2/4O/wS/IkSAGixY2lY6bq8g.jpg],1,"[Menu 27/36 €, Meals outside, Wheelchair accessible, Private dining rooms, Address pl. des Vignerons, 19140 Uzerche, Phone +33555972060, Email hoteljdm@gmail.com, Website: http://www.hotel-joyet-maubec.com]",45.423798,1.563292,,0,,31.5,35.23,18.0,0,0,1,0
La Poya, Traditional ,"La Poya is the name of the local paintings depicting the seasonal migration of the herds to the pastures. Located in the heart of the resort, this restaurant serves tasty, traditional recipes in which local ingredients are the stars of the show. A good place to regain your strength after hitting the slopes on your skis!",56,79.0,29.0,EUR,"[[assiette], [standing-12]]",[https://download.viamichelin.com/media/image/XL/biQ/Iwq/JSRy65GMyFFkA5fQ.jpg],1,"[Lunch 15 €, Menu 29/79 € - Carte 38/72 €, Meals outside, Address 196 rte de Vonnes, 74390 Châtel, Phone +33450811934, Website: http://www.lapoya.fr]",46.26618,6.8414,,0,,54.0,60.39,12.0,0,0,1,0
L'Auberge du Marché, Modern ,"Market cuisine, made entirely from scratch, is on the menu proposed by the young couple who took over the reins of this place, which dates back to the 1930s. Dishes like veal kidneys with a pain d'épice flavour and duck breast roasted with orange and local honey are washed done with a nice little selection of regional wines.",58,58.0,38.0,EUR,"[[assiette], [standing-12]]",[https://download.viamichelin.com/image2/XL/3x/kG/-E/zmS_a8RxbENZYf4w.jpg],1,"[Lunch 20 €, Menu 38/54 € - Carte 52/58 €, New Michelin Guide selection, Meals outside, Enclosed car park, Address 276 r. du Jas, 84740 Velleron, Phone +33490201831, Email laubergedumarche@outlook.fr, Website: http://www.laubergedumarche.com]",43.95591,5.02645,,0,,48.0,53.68,12.0,0,0,1,0
Auberge Larochette, Traditional ,"This pleasant inn is located in the heart of a village a few kilometres from Cluny. It serves fresh and skilfully made dishes such as rabbit in porchetta and green salad, and pike quenelles with a crayfish coulis. Logs crackle on the fireplace in winter and summer meals can be savoured on the shady terrace. Attentive service.",57,59.0,18.0,EUR,"[[bib-gourmand], [standing-17], [good-value-menu]]","[https://download.viamichelin.com/media/image2/L/Hz/tc/7l/nZTpOfALtFS3FCLA.jpg, https://download.viamichelin.com/media/image2/L/FG/O6/DJ/6dTS2XjlWjkIIEMA.jpg, https://download.viamichelin.com/media/image2/L/ty/bf/Az/RCTmWfDn_60RbYUQ.jpg, https://download.viamichelin.com/media/image2/L/RE/ji/82/qlSgOSqFkWYSr-6w.jpg, https://download.viamichelin.com/media/image2/XL/Ks/_r/eM/bLR_-ZFWYcBOmJdg.jpg, https://download.viamichelin.com/media/image2/XL/57/w8/XC/gkR0WUJ8VGIKNvPQ.jpg, https://download.viamichelin.com/media/image2/XL/Wu/PT/49/YvTLiF6gBx8pOdDA.jpg, https://download.viamichelin.com/media/image2/L/DM/AD/BL/1NQdySK0Ehgxmzmg.jpg, https://download.viamichelin.com/media/image2/L/DO/jr/Tt/ENRVSDlexViG8u2g.jpg, https://download.viamichelin.com/media/image2/XL/9o/P7/Wa/OwT62pTvZfZS8mtw.jpg, https://download.viamichelin.com/media/image2/L/Hm/n9/TV/CDRmeI5Aw87m2vQQ.jpg]",11,"[Menu 18 €, 24/43 € - Carte 35/59 €, Meals outside, Address Le Bourg, 71520 Bourgvilain, Phone +33385508173, Email aubergelarochette@gmail.com, Website: http://www.aubergelarochette.com/]",46.3694,4.63145,,0,,38.5,43.06,17.0,1,0,0,1
