name,cuisine,blurb,price,author
"
	Sik Gaek
",Cuisine Korean,"
			There may be glitzier Korean spots in town, but insanely delicious, exceedingly simple Sik Gaek assures a good time, every time. Dressed in silly costumes, the staff is always having a blast in this seasonally decorated shack-like dining room featuring corrugated metal roofs, street lights, buckets for shells, and walls papered in dollar bills. Booths along the edge are filled with noisy regulars. The kitchen serves the ocean's bounty, starting with a deliciously crisp and gargantuan pancake, pajeon, studded with seafood and kimchi begging to be dipped in enticingly salty soy-sesame sauce. A cloudy soup bobbing with tofu arrives piping hot, boasting that sharp, nutty, telltale flavor of fermented bean curd, and seems to have its own restorative powers.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Tong Sam Gyup Goo Yi
",Cuisine Korean,"
			Murray Hill is no stranger to Korean food, but this prized, pig-loving barbecue destination is always packed. Inside, the bright room's décor forgoes all frills to focus on regional specialties. Smiling servers are earnest and hospitable. Begin with the usual but very exquisite banchan like pickled turnips, fermented bean paste soup, and specially aged house kimchi-funky, garlicky, and a total pleasure. Bowls of glassy naengmyun noodles dancing in a chilled broth with kimchi are just as popular. Yet what makes this place unique is that barbecue grill on each table, used for sizzling slices of flavorful duck with miso, garlic cloves, and bean sprouts; spicy, tender bits of octopus; and sweet, fatty pork with soy sauce, red chili paste, and scallions.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Happy Family Hotpot
",Cuisine Chinese,"
			You'll think you've died and gone to Hong Kong. Every table at this popular Flushing hot pot spot is fitted out with iPads and a square cooker, and the interior is ultra sleek. Think tufted white leather walls and flat-screen televisions dangling over the tables. It's a stylish place to cool your heels but the real star of the show exists within the kitchen's authentic hot pot selection-pork brain, anyone? You can build your own, choosing from 70+ dunkables like tender pork belly that cooks in a flash; paper-thin taro root; tender baby greens; flavorful head-on shrimp; or chewy udon noodles. From there, choose either the mild white broth or an irresistibly spicy red one bobbing with peppercorns. Better yet, get both, also known as a half and half.
				","
			From 13 USD
			to 24 USD
",MICHELIN guide inspectors
"
	Iki Japanese
",Cuisine Japanese,"
			This upscale Japanese restaurant tucked into the newly constructed Hyatt Place Hotel is a lovely addition to the Queens dining scene. Duck inside the modern glass façade and you're greeted with curving leather booths; thick wood tables; and beautiful blonde flooring. You've seen this before, you think to yourself, but only in Brooklyn or Manhattan. This is Queens in high heels. Diners can opt for traditional omakase or à la carte: the former might begin with silky house-made tofu, topped with caviar and cool dashi. Then move on to a fresh Dungeness crab salad with yuzu jelly and crab roe; soft shell crab and zucchini flower tempura; soft Wagyu carpaccio dusted with sea salt and truffles; or a bright, rainbow-assortment of fresh sushi.
				","
			From 50 USD
			to 74 USD
",MICHELIN guide inspectors
"
	Nan Xiang Xiao Long Bao
",Cuisine Chinese,"
			Also known as Nan Xiang Dumpling House, it is easily found among a strip of restaurants reflecting the diversity of Flushing's dominant Asian population. Simply decorated, the comfortable dining room features rows of closely set tables and a mirrored wall that successfully gives the illusion of space. The enjoyable and interesting menu focuses on noodle-filled soups, toothsome stir-fried rice cakes, and the house specialty, juicy dumplings. These are made in-house and have a delicate, silky wrapper encasing a flavorful meatball of ground pork or crab with rich tasting broth. Eating the specialties may take some practice, but take your cue from the slurping crowd: puncture the casing on your spoon to cool the dumplings and avoid scalding your mouth.
				","
			From 13 USD
			to 24 USD
",MICHELIN guide inspectors
"
	Asian Jewels
",Cuisine Seafood,"
			Arguably the best dim sum in Flushing, this spectacular gem is an absolute must for anyone seeking serious seafood and very authentic Cantonese cooking. A longtime resident of 39th Avenue, the expansive dining room is outfitted with round, banquet-style tables, bamboo plants, and ornate chandeliers. Let the feasting begin with memorable crab-and-pork soup dumplings, before moving on to the thrill-inducing dim sum carts. Taste the likes of steamed rice rolls with honey-roast pork; pork spareribs with rice starch and black beans; chicken and ham wrapped in yuba; and poached jellyfish with scallions and sesame. The signature Dungeness crab-steamed and stir-fried with ginger and green onions, served with Japanese eggplant and garlic-is simply outstanding.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Crazy Crab 888
",Cuisine Burmese,"
			You may second-guess your arrival to Crazy Crab 888 when you see the tarred-over landscape and auto body shops, but one step inside this downright delicious gem dispels any and all reservations. A sort of Burmese-Chinese seafood shack with influences from India and Thailand, the food offers recognizable ingredients in creative combos worthy of its wacky title-in Chinese culture, the number 8 is known to bring much good luck. The pickled ginger salad packs a punch-crunch of fried garlic with cilantro, and makes for a cooling lead into the seafood 888 platter of Dungeness crab and crawfish-complete with a bib! For more spice, Yunnan sliced pork, straight from the face of a pig, combines fleshy meat with peanuts and chilies for a funky, must-try delight.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Main Street Imperial Taiwanese Gourmet
",Cuisine Chinese,"
			It's a real journey to this Taiwanese treasure-not only in its trek from the closest subway stop, but more importantly, in the experience. Here, the staff speaks their mother tongue for the most part, incense wafts from an altar, and the food is otherworldly. Dishes present dazzling, authentic flavors, easily savored in the peaceful atmosphere. Sweet, head-on shrimp arrive steamed and still in the shell, housing juice that accentuates the concentrated flavor when dipped in soy sauce. Likewise, the stinky tofu (a traditional delicacy) gets its flavor from a light sauté and a finish of kimchi-style pickles. And if you're any sort of fan of the famed oyster pancake, this outstanding version will remain in your memory long after the lengthy ride home.
				","
			From 13 USD
			to 24 USD
",MICHELIN guide inspectors
"
	Mythos
",Cuisine Greek,"
			A gathering place for Greeks and non-Greeks alike, this family-run and friendly restaurant tempts with impeccably fresh fish, cooked over charcoal and basted simply with olive oil, lemon juice, and herbs. Beyond the whitewashed exterior and dark blue awning is a large dining room with rows of neat tables for indulging in Hellenic pleasures, from zesty appetizers to boisterous conversations. Settle into an array of pikilia; cold appetizers such as melitzansalata, eggplant whipped with herbs and olive oil. Chargrilled fish, priced by the pound, has a delightfully smoky essence and moist flesh. Whole smelts are a rare and traditional treat, simply pan-fried with a lemony herb dressing. Finish with a choice of authentic, nutty, and syrup-soaked pastries.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Tang
",Cuisine Korean,"
			When craving authentic Korean specialties, Tang is an absolute must-visit. The restaurant's impeccably cool style extends from its angled exterior ablaze in beams of yellow light to its sleek interior with exposed brick walls and bare wood tables. The attractive art gallery next door is attached and doubles as a private dining space. Meals begin with an unending supply of wonderfully crisp and mild house kimchi. Also try the hearty bibimbap of marinated beef strips, root vegetables, and mushrooms alongside a bowl of ox-bone broth. The main attraction is the sensational jeon, traditional Korean pancakes grilled to order (weekend dinners, only). Round out the meal with steamed pigs feet accompanied by Tang's special fiery, salty, shrimp-based dipping sauce.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Urubamba
",Cuisine Peruvian,"
			Named for Peru's intensely beautiful river, the Rio Urubamba, this hacienda-inspired space features indigenous paintings and artifacts that echo the rustic fare pouring out of the kitchen. On weekends, the eatery serves traditional desayuno, a gut-bursting feast of chanfainita beef stew, and other hearty favorites. Here, tamales are a broad and flat banana leaf wrapped and stuffed with chicken and olives-a tasty contrast to the familiar Meso-American counterpart. For ultimate comfort, go for the seco de cabrito, a fantastically tender lamb and aji panca stew served with chunks of cassava and extra sauce in a tiny clay kettle. The dense alfajor cookie sandwich filled with dulce de leche and crema volteada flan is a perfectly decadent ending.
				","
			From 25 USD
			to 49 USD
",MICHELIN guide inspectors
"
	Parkside
",Cuisine Italian,"
			A veteran on the Corona dining scene, Parkside carries that old-fashioned kind of New York energy-back when waiters donned tuxedos, hosts boomed hello, and walls boasted classic photos of city elite. And though the neighborhood has changed much since Parkside first opened its doors, the fantastic Italian-American food they dole out stands the test of time. Join in the celebratory mood and make some new friends (no one really dines alone here) while tucking into tender ribbons of savory fettuccini Alfredo; tender veal pizzaiola laced with a delectable marinara; or cannoli freshly piped with ricotta and studded with candied fruit. The irresistible desserts are wheeled around to guests on a rolling tray, of course. Old school or no school, right?
				","
			From 50 USD
			to 74 USD
",MICHELIN guide inspectors
