name,cuisine,blurb,ZIP,latitude,longitude,avg_USD,stars,bib,assiette,wine,view,garden,outside_dining,air_conditioning,no_dogs,parking,dinner_only,wheelchair,private_dining,with_rooms,booking,lunch_only,dinner_tasting,valet
Momofuku Ssäm Bar, Contemporary,"Trust us, you need Momofuku Ssäm Bar in your life. Inside David Chang's perennial favorite, you'll find a hip, young crowd rubbing elbows at the minimalist bar or sinking into low-slung tables to chat up their dinner companions. It's a fun, convivial ambience, no question-but the star of the show here is indisputably Chang's singular Korean and Japanese cooking style, which flirts with European and Californian influences. There's perfectly sourced charcuterie and a lovely raw bar to kick things off, but don't leave without moving on to Chang's legendary pork buns-pillow-soft and laced with hoisin sauce, cucumber, and scallions. Or even a tender Flat Iron steak, grilled to perfection, and paired with chicharrón chips, ramps, and broiled asparagus tips.",10003,40.73167,-73.98581,37.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Luzzo's, Pizza,"A treasured century-old coal oven is the heart of this quirky Neapolitan-style pizza parlor, lined with exposed brick, mismatched chairs, and kitschy knickknacks. Italian music plays softly beneath the buzz of this ever-busy restaurant, as loyal crowds wait patiently outside for the piping hot pies topped with melting mozzarella. A deep understanding of the art of bread baking is evident in every pie pulled from the coal-burning oven. The diavola features a tender, black-blistered crust topped with thin slices of spicy-salty salami, light and chunky tomato sauce beneath dollops of mozzarella. Round, square, and even puffy fried pies are all crafted with care at this convivial spot. For dessert, the zeppole di Nutella are an unabashed crowd-pleaser.",10003,40.7305,-73.98349,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lil' Frankie's, Italian,"Frank Prisinzano's pizzeria combines a series of intimate rooms for a laid-back vibe that's perfectly in step with the neighborhood. An open kitchen is in one room, a pizza oven in another, and a third boasts a wall of window panels that open for alfresco dining. Framed photos and colorful vinyl tablecloths add character. The Neapolitan-style pizza is always a hit, perhaps topped with bright tomato sauce, fresh mozzarella, and slices of spicy salami. Also savor the likes of fava bean purée with dandelion greens for a thick and homey soup. Garlic bread, baked pasta of the day, and whole eggplant with pepperoncino oil are all flame-kissed creations from the wood-burning oven. Stop by during weekend brunch for ""killer"" pancakes made with buckwheat flour.",10003,40.72355,-73.98847,18.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanghai Café, Chinese,"This quirky café is a Chinatown stalwart. Busy booths line one wall, while big round tables are popular for gathering families. Note the dumpling station upfront, where agile chefs assemble these mouthwatering parcels.Regulars know to arrive early for lunch to make the most of their vast menu, appetizing to vegetarians and omnivores alike. Servers are remarkably capable, balancing trays of addictive steamed juicy buns and cold dried bean curd, or soft rice cakes stir-fried with chicken and shrimp. The ""queen"" mushroom is sized for a king; its thick slices cooked until tender and bathed in an umami-rich brown sauce. The salty pork slices and fresh, crunchy bamboo shoots arrive in a broth so nourishing that you will slurp to the last drop.",10013,40.71727,-73.99714,18.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyo Ya, Japanese,"In the basement level of a classic walk-up smack in the midst of a hip-artsy downtown neighborhood, Kyo Ya looks and feels like a secret hideaway cloaked in undulating wood and dark slate. The height of professionalism and hospitality, the staff is not merely attentive but appreciative of your presence at their table-or perhaps at one of the prized chef's counter stools for kaiseki dining, where mesmerizing craft is exhibited. This is a place where traditional cuisine is prepared with modern flair, and Japanese is the moneyed clientele's mother tongue. Refinement pervades every element of every dish, like the delicate, slightly tart pickled cabbage potage with chewy tri-colored taro root-potato dango and pale green strips of simmered vegetables finished with a dab of miso. The sashimi of the day may feature a fresh oyster with sautéed onion and yuzu kosho oroshi swimming in ponzu; simmered firefly squid and celery topped with salty karashi-miso and pickled plum; or tender raw octopus. Clay pots reveal fragrant dashi cooked with woodear mushooms, carrots, turnips, and bobbing with a tiny melting ball of excellent mozzarella as well as the quenelle-like shrimp dumpling, ebishinjo.",10009,40.7266,-73.98526,62.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15 East, Japanese,"A Japanese restaurant divided in two: you can perch at the counter and watch the sushi chefs in action or you can go next door and sit at a table in a slickly run, narrow room decked out in earthy tones. Either way, you'll be well looked after by an attentive team. The menu is also divided-between sushi and sashimi from the bar, and hot dishes from the kitchen. There is an impressive selection of the former, with the sashimi being particularly worthy. The hot dishes range from the traditional to the more innovative and adapted. Avoid the over-generously battered tempura and go instead for the soba noodles, made in house and served with a choice of topping such as uni or ikura, or the rich squid ink risotto with spear squid.",10003,40.73647,-73.99201,62.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Perilla, Contemporary,"Low-key, casual, and classic, Perilla is simply a comfortable place to be-solo diners seek out the welcoming bar. Observe that the designer zebrawood tables are signed on the edge and then understand this place's level of care and dedication to detail. The subdued lighting, plush banquettes, and cream-colored walls lend a calm vibe despite the clubby music. The kitchen combines quality ingredients with experimental flair, resulting in dishes that are pleasing but sometimes overly complex. Sample pastas like house-made garganelli with smoky guanciale, paprika, spring onion, piney-crunchy fiddlehead fern, and sweet octopus. The Long Island duck breast is cooked to gorgeous pink and served with roasted beets and savory baklava layering duck confit and greens.",10014,40.73233,-74.00221,37.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Zoma, Ethiopian,"Smart, cool, modern, and always welcoming, Zoma may well be this city's most serious Ethiopian restaurant. The crowded bar emits a golden light from below to showcase its premium spirits, and the ambient dining room is filled with locals from this thriving community. Attention to detail is clear from the steaming hot towel for cleaning your hands to the carefully folded injera used for scooping up their chopped salads, chunky stews, and saucy vegetables. Unusual starters might include green lentils with a cold and crunchy mix of onions, jalapeños, ginger, white pepper, and mustard seeds. The doro watt-a chicken dish of the Amhara people-is a very traditional stew with a berbere sauce of sun-dried hot peppers and ground spices.",10026,40.80228,-73.95672,18.5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ed's Lobster Bar, Seafood,"Thanks to Ed's, there's no need to leave the city for an outstanding lobster roll. This seafood-driven favorite is a pitch-perfect encapsulation of the Northeast coast with a lively New York vibe. Inside the white-brick room, the long, gleaming marble bar is definitely the place to sit. With a mean Bloody Mary, pristine raw bar, and freshly caught daily chalkboard specials, Ed's has amassed a loyal following; aim for off-peak times to avoid the wait. Shareable appetizers of sweet and briny Ipswich clams are lightly fried for amazing salty-crisp contrast. Pewter caldrons of linguini bathed in olive oil with lemony-garlicky clams and toasted breadcrumbs are terrific. And that signature mayo- and butter-rich lobster roll is worth every calorie.",10012,40.72223,-73.99761,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tra Di Noi, Italian,"Decked out with crimson walls and red checkered tablecloths, this is the kind of place where diners feel like they're in on a delicious secret-and that's no coincidence, as Tra Di Noi is Italian for ""between us."" Responsible for the success behind this tiny spot is Chef/owner Marco Coletta, who directs the front and back of house with the precision of an air traffic controller and the passion of an Italian nonno. This sincerity shines through in the cooking, from the ethereally light gnocchi di patate in a rich lamb ragù to the quickly pan-fried fillet of sole francese nestled in a creamy lemon sauce with shrimp, parsley, and white wine. Only a few desserts are on offer, and all are made in house. For a classic finale, go with the ricotta cheesecake.",10458,40.85501,-73.88687,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Diner, American,"Williamsburg's restored 1920s-era diner is a modern day hipster hangout complete with swivel stools lining the counter and wood-slat booths in the dining room. In lieu of a menu, the cool-looking servers handwrite Diner's concise carte directly onto paper-topped tables, all the while explaining each item in detail. A fried chicken sandwich or grass-fed burger are thoroughly appropriate fare for the setting, but it's the less expected plates that really wow. Take for example the grilled chicory, served charred and wilted, and plated with a fluffy dollop of ricotta cheese, crispy bacon lardons, and toasted walnuts. An equally impressive fillet of pan-seared trout boasts caramelized cipollini onions, poached currants, and a smear of strained yogurt.",11249,40.7107,-73.96565,37.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Melba's, Southern,"A colorful spirit and Southern classics do much to remind guests of this quickly gentrifying area's flavor, culture, and past. Quaint and lovely Melba's is a place to gather and relax over good food and drinks, from Auntie B's mini-burgers slathered in smoky-sweet sauce to an absolutely perfect fruit cobbler-a golden brown and berry-licious height of the pantheon. Equally important is the swoon-inducing Southern-fried chicken: darkly bronzed, salty-sweet, and tender. Thick fillets of fresh flakey tilapia may be densely crusted with crushed pecans and topped in white gravy. Expect surprises here, from the spring rolls with black-eyed peas, collards, and red rice, to a complex Italian semillion (ideal for pairing with that fried chicken and waffles).",10026,40.80304,-73.95659,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
